ID;Nombre_Establecimiento;Población_Objetivo;Tipo_de_establecimiento;Gestión;Domicilio;Localidad;Departamento;Provincia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2351;Jardín De Infantes Horizontes Nuevos;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Hernandarias 5550 Las Avenidas;MAR DEL PLATA;General Pueyrredón;Buenos Aires;;;;;;;;;;;;;;;;
2352;Jardín De Infantes Santa Maria De Las Lomas;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Xul Solar 6655 Parq.Reconquista;SAN FERNANDO;San Fernando;Buenos Aires;;;;;;;;;;;;;;;;
2353;Jardín De Infantes Nº933;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Grito De Alcorta Y Cartagena 3498 Barrio Belgrano;MORON;Morón;Buenos Aires;;;;;;;;;;;;;;;;
2354;Jardín De Infantes Virgen De La Gruta;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Rawson 3101;MERLO;Merlo;Buenos Aires;;;;;;;;;;;;;;;;
2355;Jardín De Infantes Nº932 Mariano Moreno;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Azul 2840 Barrio San Jose;MORON;Morón;Buenos Aires;;;;;;;;;;;;;;;;
2356;Jardín De Infantes Nº935;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Nuestras Malvinas Esq.Fco. Segui 509 Barrio La Sirena;FLORENCIO VARELA;Florencio Varela;Buenos Aires;;;;;;;;;;;;;;;;
2357;Jardín Del Alba;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Buchardo 1161;LINCOLN;Lincoln;Buenos Aires;;;;;;;;;;;;;;;;
2358;Jardín De Infantes Mundo Maravilloso;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Alsina 240;SAN ISIDRO;San Isidro;Buenos Aires;;;;;;;;;;;;;;;;
2359;Jardín De Infantes Rural Nº9;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Cuartel V Pajon;ROQUE PEREZ;Roque Pérez;Buenos Aires;;;;;;;;;;;;;;;;
2360;Jardín De Infante Inmaculada Concepcion;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;9 De Julio 386;AZUL;Azul;Buenos Aires;;;;;;;;;;;;;;;;
2361;Escuela Reconocida Jesus De Nazareth;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Rivadavia Esq. Moreno 740;GENERAL BELGRANO;General Belgrano;Buenos Aires;;;;;;;;;;;;;;;;
2362;Escuela Hogar De Jesus;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Rocha 480;PERGAMINO;Pergamino;Buenos Aires;;;;;;;;;;;;;;;;
2363;Jardín De Infantes Nuestra Señora De La Asunción;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Rodrigo De Triana 1778 Trujui;SAN MIGUEL;San Miguel;Buenos Aires;;;;;;;;;;;;;;;;
2364;Jardín De Infantes G.E.L.P.;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;62 474;LA PLATA;La Plata;Buenos Aires;;;;;;;;;;;;;;;;
2365;Jardín De Infantes Italo Argentino San Mauro;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Andrés Baranda 1829;QUILMES;Quilmes;Buenos Aires;;;;;;;;;;;;;;;;
2366;Instituto Vanguardia De Lima;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;7 945;LIMA;Zárate;Buenos Aires;;;;;;;;;;;;;;;;
2367;Jardín De Infantes Francisco De Asis;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Av. Cazon 961;TIGRE;Tigre;Buenos Aires;;;;;;;;;;;;;;;;
2368;Jardín De Infantes San Esteban;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Ruta Panam. Km. 23,5-Xul Solar 3200 Parque De La Reconquista;SAN FERNANDO;San Fernando;Buenos Aires;;;;;;;;;;;;;;;;
2369;Jardín De Infantes Nº905 Malvinas Argentinas;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Av. 25 De Mayo Y Prol.Nuñez.Quinta 70 905;TAPALQUE;Tapalqué;Buenos Aires;;;;;;;;;;;;;;;;
2370;Jardín De Infantes Santa Teresa De Jesus;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;27 1377;LA PLATA;La Plata;Buenos Aires;;;;;;;;;;;;;;;;
2371;Jardín De Infantes Pochoclos;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;España 3236;FLORENCIO VARELA;Florencio Varela;Buenos Aires;;;;;;;;;;;;;;;;
2372;Santa Cecilia;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Navarro 903;TIGRE;Tigre;Buenos Aires;;;;;;;;;;;;;;;;
2373;Colegio Corazon Inmaculado De Maria;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Bolivar E/Oliden Y Caseros 857;LOMAS DE ZAMORA;Lomas de Zamora;Buenos Aires;;;;;;;;;;;;;;;;
2374;Jardín Modelo Parque Baron;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Ranqueles 48;LOMAS DE ZAMORA;Lomas de Zamora;Buenos Aires;;;;;;;;;;;;;;;;
2375;Jardín De Infantes Lucecitas;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Dr. Muñiz 473;LUJAN;Luján;Buenos Aires;;;;;;;;;;;;;;;;
2376;Jardín De Infantes San Patricio De Lujan;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Tucuman Y Gaona Barrio Zapiola;LUJAN;Luján;Buenos Aires;;;;;;;;;;;;;;;;
2377;Instituto Santa Maria De Las Lomas;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Ruta 25 Y Camaño;PILAR;Pilar;Buenos Aires;;;;;;;;;;;;;;;;
2378;Colegio Nuestras Raices;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Milberg 665;TIGRE;Tigre;Buenos Aires;;;;;;;;;;;;;;;;
2379;Instituto Atlético Pilar - Ataliva Blanco;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Ruta 8 Km 52,5;PILAR;Pilar;Buenos Aires;;;;;;;;;;;;;;;;
2380;Jardín De Infantes Niñito De Belen;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Paseo 118 Y Avenida 7;VILLA GESELL;Villa Gesell;Buenos Aires;;;;;;;;;;;;;;;;
2381;Emanuel;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Castilla 1851;CAMPANA;Campana;Buenos Aires;;;;;;;;;;;;;;;;
2382;Jardín De Infantes Pasitos;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Villegas 615;CHACABUCO;Chacabuco;Buenos Aires;;;;;;;;;;;;;;;;
2383;Instituto General Martín Rodriguez;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;9 De Julio 153;GENERAL RODRIGUEZ;General Rodríguez;Buenos Aires;;;;;;;;;;;;;;;;
2384;Instituto Cardenal Pironio;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Av. De Los Colegios 290 Nordelta;TIGRE;Tigre;Buenos Aires;;;;;;;;;;;;;;;;
2385;Colegio De La Reconquista;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Lavalle 709;TIGRE;Tigre;Buenos Aires;;;;;;;;;;;;;;;;
2386;Jean Piaget;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Juan B. Justo 671;LUJAN;Luján;Buenos Aires;;;;;;;;;;;;;;;;
2387;Jardín De Infantes Madre De La Divina Providencia;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Marcelino Champagnat 250;PERGAMINO;Pergamino;Buenos Aires;;;;;;;;;;;;;;;;
2388;Jardín De Infantes Nº916 Heroes De Malvinas;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avenida Garay (Continuacion) Centenario;CHACABUCO;Chacabuco;Buenos Aires;;;;;;;;;;;;;;;;
2389;Jardín De Infantes Mil Travesuras;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;45 E/9 Y 10 784;LA PLATA;La Plata;Buenos Aires;;;;;;;;;;;;;;;;
2390;Colegio Atlantico Del Sur;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Primera Junta 4150;MAR DEL PLATA;General Pueyrredón;Buenos Aires;;;;;;;;;;;;;;;;
2391;Jardín De Infantes Federico Froebel;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;131 E/10 Y 11 1065;BERAZATEGUI;Berazategui;Buenos Aires;;;;;;;;;;;;;;;;
2392;Jardín De Infantes Municipal Mi Sueño;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Austria 2730;ITUZAINGO;Ituzaingó;Buenos Aires;;;;;;;;;;;;;;;;
2393;Jardín De Infantes Juana Nazabal;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Alem E/San Martín Y Moreno 131;QUILMES;Quilmes;Buenos Aires;;;;;;;;;;;;;;;;
2394;Instituto Santa Isabel;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Diego Palma 251;SAN ISIDRO;San Isidro;Buenos Aires;;;;;;;;;;;;;;;;
2395;Nivel Inicial Manuel Belgrano;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Ruta Nacional Nº3 Km 489 489;TRES ARROYOS;Tres Arroyos;Buenos Aires;;;;;;;;;;;;;;;;
2396;Escuela Reconocida San Jose;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Paso 539;BARADERO;Baradero;Buenos Aires;;;;;;;;;;;;;;;;
2397;Jardín De Infantes El Oso Azul;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Estanislao Diaz 446;SAN ISIDRO;San Isidro;Buenos Aires;;;;;;;;;;;;;;;;
2398;Instituto Educativo Julio Cortazar;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Mariano Acosta 650;MAR DEL PLATA;General Pueyrredón;Buenos Aires;;;;;;;;;;;;;;;;
2399;Jardín Maternal Carruselito;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Moreno 641;ZARATE;Zárate;Buenos Aires;;;;;;;;;;;;;;;;
2400;Jardín De Infantes Nº909 Itahi De Los Arrecifes;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Brasil 575 La Cumbre;ARRECIFES;Arrecifes;Buenos Aires;;;;;;;;;;;;;;;;
2401;Jardín De Iinfantes Nº908;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Manuela Pedraza 161 Barrio Santa Rosa;MARCOS PAZ;Marcos Paz;Buenos Aires;;;;;;;;;;;;;;;;
2402;Jardín De Infantes Nº954 Juana Azurduy;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Zona Rural Sauce Chico;BAHIA BLANCA;Bahía Blanca;Buenos Aires;;;;;;;;;;;;;;;;
2403;Escuela San Alberto Magno;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Ortega Y Gasset 640;LOMAS DE ZAMORA;Lomas de Zamora;Buenos Aires;;;;;;;;;;;;;;;;
2404;Jardín De Infantes Nº909 General Don José De San Martin;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;128 Y 49 Ex- Campo Frusto;COLON;Colón;Buenos Aires;;;;;;;;;;;;;;;;
2405;Jardín De Infantes Nº905 Estela Bornancin;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Bernardo De Yrigoyen 600;GENERAL PINTO;General Pinto;Buenos Aires;;;;;;;;;;;;;;;;
2406;Jardín De Infantes Amigos Del Sol;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;3 De Febrero 347;SAN ISIDRO;San Isidro;Buenos Aires;;;;;;;;;;;;;;;;
2407;Nivel Inicial Jesus Adolescente;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Hipolito Irigoyen 355;TRES ARROYOS;Tres Arroyos;Buenos Aires;;;;;;;;;;;;;;;;
2408;Instituto Sigmund Freud;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Arenales 3130;MAR DEL PLATA;General Pueyrredón;Buenos Aires;;;;;;;;;;;;;;;;
2409;Santa Teresita Del Niño Jesus;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Rivadavia E/ Gutierrez Y Perez 123;ARRECIFES;Arrecifes;Buenos Aires;;;;;;;;;;;;;;;;
2410;Jardín De Infantes Rural Nº7;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Cuartel Ix;SUIPACHA;Suipacha;Buenos Aires;;;;;;;;;;;;;;;;
2411;Dulces Sueños;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;125 E/21 Y 22 2124 Barrio Alejandro I;BERAZATEGUI;Berazategui;Buenos Aires;;;;;;;;;;;;;;;;
2412;Jardín De Infantes Pecosin;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;159 B E/23 Y 24 2364;BERAZATEGUI;Berazategui;Buenos Aires;;;;;;;;;;;;;;;;
2413;Jardín Municipal Los Enanitos;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;1 N°1994 1994;BERAZATEGUI;Berazategui;Buenos Aires;;;;;;;;;;;;;;;;
2414;Jardín Municipal Las Ardillitas;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;121 E/ 6 Y 7 660;BERAZATEGUI;Berazategui;Buenos Aires;;;;;;;;;;;;;;;;
2415;Jardín Municipal Sueños Y Sonrisas;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;133 E/4 Y 5;BERAZATEGUI;Berazategui;Buenos Aires;;;;;;;;;;;;;;;;
2416;Jardín Municipal Las Malvinitas;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;136 E/48 Y 49 4844;BERAZATEGUI;Berazategui;Buenos Aires;;;;;;;;;;;;;;;;
2417;Jardín Municipal Los Grillitos;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;30 2646;BERAZATEGUI;Berazategui;Buenos Aires;;;;;;;;;;;;;;;;
2418;Jardín Municipal Arco Iris;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;113 Y 3;BERAZATEGUI;Berazategui;Buenos Aires;;;;;;;;;;;;;;;;
2419;Jardín Municipal Grillito Feliz;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Av. Padre Mujica (Ex Sevilla) 5073;BERAZATEGUI;Berazategui;Buenos Aires;;;;;;;;;;;;;;;;
2420;Instituto Cultural Roca;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Necochea 1059;HURLINGHAM;Hurlingham;Buenos Aires;;;;;;;;;;;;;;;;
2421;Jardín De Infantes Rural Nº10;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Chacras De Pibuel Blanca Chica;OLAVARRIA;Olavarría;Buenos Aires;;;;;;;;;;;;;;;;
2422;Jardín De Infantes Nº955 Esteban Laureano Maradona;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Karakachoff Y Agustín Álvarez Barrio Coperacion Ii;BAHIA BLANCA;Bahía Blanca;Buenos Aires;;;;;;;;;;;;;;;;
2423;Escuela Parroquial Padre Amsaldo;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;15 Y 114;MERCEDES;Mercedes;Buenos Aires;;;;;;;;;;;;;;;;
2424;Jardín De Infantes Del Buen Ayre;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Alsina 2754;MAR DEL PLATA;General Pueyrredón;Buenos Aires;;;;;;;;;;;;;;;;
2425;Jardín De Infantes Nº920 Bomberos Voluntarios;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Camino De Las Siete Vueltas;ZARATE;Zárate;Buenos Aires;;;;;;;;;;;;;;;;
2426;Jardín De Infantes San Gabriel;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Av. De Mayo 1624;PERGAMINO;Pergamino;Buenos Aires;;;;;;;;;;;;;;;;
2427;Instituto Raices De Gonnet;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;501 E/ 20 Y 21;LA PLATA;La Plata;Buenos Aires;;;;;;;;;;;;;;;;
2428;Jardín De Infantes Mirasoles;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Estrada 2651;VICENTE LOPEZ;Vicente López;Buenos Aires;;;;;;;;;;;;;;;;
2429;Jardín De Infantes San Pablo;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Gualberto Álvarez 401;PERGAMINO;Pergamino;Buenos Aires;;;;;;;;;;;;;;;;
2430;Jardín De Infantes Marianista;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Julio Campos 40;JUNIN;Junín;Buenos Aires;;;;;;;;;;;;;;;;
2431;Jardín El Porteñito;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Maestro Argentino;GENERAL RODRIGUEZ;General Rodríguez;Buenos Aires;;;;;;;;;;;;;;;;
2432;Jardín Nuestra Tierra;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Mathiasen 485;TANDIL;Tandil;Buenos Aires;;;;;;;;;;;;;;;;
2433;Jardín De Infantes Niñito Jesus;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Tucuman 2671;VICENTE LOPEZ;Vicente López;Buenos Aires;;;;;;;;;;;;;;;;
2434;Arcoiris Jardín Maternal Y De Infantes;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;45 1080;LA PLATA;La Plata;Buenos Aires;;;;;;;;;;;;;;;;
2435;Jardín De Infantes Nº909 Mayor Santiago Buratovich;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;6 Y Sgo. Buratovich;MAYOR BURATOVICH;Villarino;Buenos Aires;;;;;;;;;;;;;;;;
2436;Escuela Sagrado Corazon;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Dr.R. Carrillo E/Pueyrredon Y Rivadav. 2349;GENERAL SAN MARTIN;General San Martin;Buenos Aires;;;;;;;;;;;;;;;;
2437;Instituto Verbo Divino;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Ruta 25 Y Panamericana;PILAR;Pilar;Buenos Aires;;;;;;;;;;;;;;;;
2438;Colegio San Miguel Arcangel;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Concepcion Arenal 7150;MAR DEL PLATA;General Pueyrredón;Buenos Aires;;;;;;;;;;;;;;;;
2439;Jardín De Infantes Madre Camila;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Gonzalez Del Solar 565;PEHUAJO;Pehuajó;Buenos Aires;;;;;;;;;;;;;;;;
2440;Madre Del Divino Pastor;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Tratado Del Pilar E/Panameric. Y Mogas 250;PILAR;Pilar;Buenos Aires;;;;;;;;;;;;;;;;
2441;Jardín De Infantes Rural Nº5;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Funciona En Pp Nº14 Estancia Las Isletas;PEDRO LURO;Villarino;Buenos Aires;;;;;;;;;;;;;;;;
2442;Jardín De Infantes Rural Nº11;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Funciona En Ppº21 Pourtale;OLAVARRIA;Olavarría;Buenos Aires;;;;;;;;;;;;;;;;
2443;Jardín De Infantes Nº982;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;26 Y 79 230702;LA PLATA;La Plata;Buenos Aires;;;;;;;;;;;;;;;;
2444;Jardín De Infantes Nº946 Anselmo Nicomedes Melian;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;De La Carcova 496 Barrio Los Vascos;MERLO;Merlo;Buenos Aires;;;;;;;;;;;;;;;;
2445;Jardín De Infantes Rural Nº2;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Emilio Trucco Y Hermanos Paz 00 Gomez De La Vega;CORONEL BRANDSEN;Brandsen;Buenos Aires;;;;;;;;;;;;;;;;
2446;Jardín De Infantes Nº921 Alfonsina Storni;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Repetto 2938;CAMPANA;Campana;Buenos Aires;;;;;;;;;;;;;;;;
2447;Jardín De Infantes Manuelita;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Valencia 5155;MAR DEL PLATA;General Pueyrredón;Buenos Aires;;;;;;;;;;;;;;;;
2448;Jardín Maternal Brisas;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Belgrano 1325;SAN FERNANDO;San Fernando;Buenos Aires;;;;;;;;;;;;;;;;
2449;Instituto Pedro Poveda;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;H. Yrigoyen 763;VICENTE LOPEZ;Vicente López;Buenos Aires;;;;;;;;;;;;;;;;
2450;Jardín De Infantes Jesus Sacramentado;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;San Martín 583;SAN CARLOS DE BOLIVAR;Bolívar;Buenos Aires;;;;;;;;;;;;;;;;
2451;Instituto Privado De Merlo S.R.L;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Tunuyan 634;MERLO;Merlo;Buenos Aires;;;;;;;;;;;;;;;;
2452;Jardín De Infantes Lunita Mimosa;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Ayacucho 3755;MAR DEL PLATA;General Pueyrredón;Buenos Aires;;;;;;;;;;;;;;;;
2453;Mi Jardin;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Formosa 2345;MAR DEL PLATA;General Pueyrredón;Buenos Aires;;;;;;;;;;;;;;;;
2454;Jardín Juana Manso;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;C . Alvear 4743;SAN JOSE;Coronel Suárez;Buenos Aires;;;;;;;;;;;;;;;;
2455;Jardín De Infantes Nº923 Islas Malvinas;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Melo Y De Los Trabajadores 454 Barrio Santa Fiorentina;CAMPANA;Campana;Buenos Aires;;;;;;;;;;;;;;;;
2456;Jardín De Infantes Nº929 Juana Manso;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Posadas E/ Roxlo Y Ascasubi 1750 Barrio La Pilarica;PILAR;Pilar;Buenos Aires;;;;;;;;;;;;;;;;
2457;La Casita De Ughetto;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;148 E/35 Y 36 00;LA PLATA;La Plata;Buenos Aires;;;;;;;;;;;;;;;;
2458;Jardín Modelo;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Salta 1455;MAR DEL PLATA;General Pueyrredón;Buenos Aires;;;;;;;;;;;;;;;;
2459;Instituto Concordia;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Libertad 7200;GENERAL SAN MARTIN;General San Martin;Buenos Aires;;;;;;;;;;;;;;;;
2460;Jardín Instituto Agropecuario De Monte;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Santos Molina;SAN MIGUEL DEL MONTE;Monte;Buenos Aires;;;;;;;;;;;;;;;;
2461;Jardín Maternal Montessori;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Mitre 1247;LUJAN;Luján;Buenos Aires;;;;;;;;;;;;;;;;
2462;Colegio Argentino Almirante Brown;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Sanguinetti 1210;PILAR;Pilar;Buenos Aires;;;;;;;;;;;;;;;;
2463;Jardín De Infantes Nº949 Maria Teresa Trotta;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Morelos 3157 Barrio Argentino;MERLO;Merlo;Buenos Aires;;;;;;;;;;;;;;;;
2464;Jardín De Infantes Nº948 Heroes De Malvinas;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Tupac Amaru Y Doblas 415 Barrio Santa Marta;MERLO;Merlo;Buenos Aires;;;;;;;;;;;;;;;;
